Feature Name,Score,Code Description
b9681,0.001361628108,DIAG: {'Enterococcus as the cause of diseases classified to other chapters'}
1ht90gpxxl,-0.001361379846,"INT: {'Excision total with reconstruction, pulmonary valve using percutaneous transluminal approach with xe'}"
c925,-0.001359792511,DIAG: {'Acute myelomonocytic leukaemia'}
z886,-0.001358141598,DIAG: {'Personal history of allergy to analgesic agent'}
1ub75lanwn,-0.001356865888,"INT: {'Fusion, wrist joint with synthetic tissue [e.g. bone cement, paste] using plate, screw', 'Fusion, wrist joint with bone autograft using plate, screw'}"
1rs87aa,-0.00135668431,"INT: {'Excision partial, vagina using combined endoscopic (laparoscopic) and per orifice (vaginal) approach'}"
m7927,0.001355665167,"DIAG: {'Neuralgia and neuritis, unspecified, ankle and foot'}"
1pq80laxxq,-0.001354533302,"INT: {'Repair, urethra open approach with combined sources of tissue [e.g. graft and flap]'}"
a369,0.001354276133,"DIAG: {'Diphtheria, unspecified'}"
1ed87lanwq,-0.001353741549,"INT: {'Excision partial, maxilla open approach using plate, screw device (with/without wire/mesh) with comb'}"
1cx80wjxxe,-0.001352873032,"INT: {'Repair, eyelid NEC with local flap [e.g. Zplasty] using excision technique'}"
s37891,-0.00135279827,"DIAG: {'Injury NOS of other pelvic organs, with open wound into cavity'}"
3aw10vj,-0.001345980765,"INT: {'Xray, spinal cord following subarachnoid injection of contrast (with or without fluoroscopy)'}"
1hb87la,-0.001345783392,"INT: {'Excision partial, epicardium using open approach'}"
1vl80daxxa,-0.001344710957,"INT: {'Repair, cruciate ligaments of knee using autograft [e.g. tendon with bone plug] endoscopic (and open'}"
s52200,0.001344226228,"DIAG: {'Fracture of shaft of ulna, closed'}"
1fn35hal7,-0.001343920702,"INT: {'Pharmacotherapy (local), submandibular gland using percutaneous injection of bacterial toxin (e.g. b'}"
s207,-0.001342654764,DIAG: {'Multiple superficial injuries of thorax'}
z9222,0.001341944036,DIAG: {'Personal history of long-term (current) use of multiple prescription drugs [polypharmacy]'}
Paediatric Medicine,-0.001341877107,N/A
c150,-0.001340653844,DIAG: {'Malignant neoplasm cervical oesophagus'}
g521,0.001340415911,DIAG: {'Disorders of glossopharyngeal nerve'}
1yv80jaxxk,-0.00134035728,"INT: {'Repair, skin of leg using homograft (e.g. GRAFTJACKET regenerative tissue matrix)'}"
1na52lpts,-0.00134016716,"INT: {'Drainage, esophagus using open (cervical) approach and leaving indwelling drainage tube (esophagosto'}"
1uh75vjkd,-0.00133969607,"INT: {'Fusion, first metacarpophalangeal joint, joint fusion with metacarpal osteotomy no tissue used (for '}"
3jy10vc,-0.001338143892,"INT: {'Xray, thoracic vessels NEC following intravenous injection of contrast (with or without fluoroscopy)'}"
c435,-0.001337832439,DIAG: {'Malignant melanoma of trunk'}
s552,-0.001336135569,DIAG: {'Injury of vein at forearm level'}
1tv87lapmq,-0.0013360937,"INT: {'Excision partial, radius and ulna with combined sources of tissue [e.g. graft, flap, bone cement] us'}"
z616,0.001336086444,DIAG: {'Problems related to alleged physical abuse of child'}
b679,-0.001335268326,"DIAG: {'Echinococcosis, other and unspecified'}"
1ky80laxxa,-0.001335074215,INT: {'Repair artery with vein using open approach and autograft'}
1sc75pfnwa,-0.00133447118,"INT: {'Fusion, spinal vertebrae open posterior approach [posterolateral approach] with autograft using scre'}"
1ea74lanwg,-0.001333484741,"INT: {'Fixation, cranium with pedicled flap [pericranial flap] using plate, screw device (with or without w'}"
t826,0.00133342146,DIAG: {'Infection and inflammatory reaction due to cardiac valve prosthesis'}
1od52ha,-0.001333420066,"INT: {'Drainage, gallbladder using percutaneous (needle) approach'}"
r599,-0.001331592027,"DIAG: {'Enlarged lymph nodes, unspecified'}"
t858,-0.00133144671,"DIAG: {'Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified', 'Haemorrhage and haematoma complicating a procedure, not elsewhere classified'}"
1jw87szxxa,-0.001329612348,"INT: {'Excision partial, intracranial vessels using open craniotomy [craniectomy] approach with autograft ('}"
1dk87llxxa,-0.001329493468,"INT: {'Excision partial, middle ear NEC using transtympanotomy approach using autograft'}"
1ta74hanv,-0.001329359941,"INT: {'Fixation, shoulder joint percutaneous approach [e.g. with closed or no reduction] fixation device al'}"
o85009,-0.00132431942,"DIAG: {'Puerperal sepsis, unspecified as to episode of care, or not applicable'}"
1rf52da,-0.001320727588,"INT: {'Drainage, fallopian tube using endoscopic (laparoscopic) approach'}"
m7983,0.001320486062,"DIAG: {'Other specified soft tissue disorders, forearm'}"
i213,0.001319767797,DIAG: {'Acute transmural myocardial infarction of unspecified site'}
m8449,0.001319536204,"DIAG: {'Pathological fracture, not elsewhere classified, unspecified site'}"
1va55lapn,0.001318224836,"INT: {'Removal of device, hip joint of uncemented dual component prosthetic device using open approach'}"
2pm58vh,-0.001317832186,"INT: {'Function study, bladder filling cystometry [cystometrography]'}"
3ge94ay,-0.001316741056,"INT: {'Intervention , larynx NEC with cine/video recording'}"
1ac52gnsj,0.001316694594,"INT: {'Drainage, ventricles of brain endoscopic [ventriculoscopic] approach shunt terminating in abdominal ', 'Drainage, ventricles of brain using endoscopic [ventriculoscopic] approach with shunt terminating in'}"
1et89la,-0.001316426318,"INT: {'Excision total, nose using open approach without tissue (for closure of defect)'}"
1qe80laxxe,-0.001315721916,"INT: {'Repair, penis using open approach and local flap'}"
c946,-0.001314108251,"DIAG: {'Myelodysplastic and myeloproliferative disease, not elsewhere classified'}"
1wl80lakd,-0.001312868,"INT: {'Repair, other phalanx of foot no tissue used (for repair) using wire, staple'}"
1gv52laxxe,-0.001312561137,"INT: {'Drainage, pleura using open approach and skin flaps'}"
1wa55danw,-0.001310226084,"INT: {'Removal of device, ankle joint of plate and/or screw using endoscopic approach'}"
k514,-0.001305129981,DIAG: {'Inflammatory polyps'}
1nk55bats,-0.001304355651,"INT: {'Removal of device, small intestine of jejunal tube [e.g. drainage, feeding] using endoscopic per ori'}"
s801,0.001304154542,DIAG: {'Contusion of other and unspecified parts of lower leg'}
p912,0.001303215376,DIAG: {'Neonatal cerebral leukomalacia'}
2bd70la,-0.001301247414,"INT: {'Inspection, nerves of the ear using open approach'}"
1ue55lakd,-0.00130039345,"INT: {'Removal of device, first metacarpal bone of wire/staple/tension band using open approach'}"
r4029,-0.001299548518,"DIAG: {'Coma, unspecified'}"
a514,-0.00129785192,DIAG: {'Other secondary syphilis'}
1pc74la,0.001294703763,"INT: {'Fixation, kidney using open approach'}"
f849,0.00129458758,"DIAG: {'Pervasive developmental disorder, unspecified'}"
1kt57lagx,-0.001293258677,"INT: {'Extraction vessels of the pelvis, perineum and gluteal region open approach no tissue used using dev'}"
1aw72wkag,-0.001292310398,"INT: {'Release, spinal cord open approach with intradural incision [e.g. untethering with or without (lipo)'}"
o043,-0.001292050236,"DIAG: {'Medical abortion, incomplete, with other and unspecified complications'}"
1el52da,-0.001291005285,"INT: {'Drainage, temporomandibular joint [TMJ] using endoscopic [arthroscopic] approach'}"
p618,-0.00129098824,DIAG: {'Other specified perinatal haematological disorders'}
n0832,-0.001289853547,"DIAG: {'Glomerular disorders in diabetes mellitus, chronic kidney disease, stage 2'}"
m8704,-0.001289181852,"DIAG: {'Idiopathic aseptic necrosis of bone, hand'}"
1va74lanvn,-0.001288943473,"INT: {'Fixation, hip joint open approach with synthetic tissue [e.g. bone cement, or paste] using pin, nail'}"
t4020,0.001288720418,DIAG: {'Poisoning by codeine and derivatives'}
c759,0.001288708627,DIAG: {'Malignant neoplasm endocrine gland unspecified'}
b375,-0.001288428345,DIAG: {'Candidal meningitis'}
1ta55lakd,-0.001287988226,"INT: {'Removal of device, shoulder joint of wire/staple using open approach'}"
1vq87lalqq,-0.001283470425,"INT: {'Excision partial, tibia and fibula with combined sources of tissue [e.g. graft, flap, bone cement] u'}"
s007,0.001283349084,DIAG: {'Multiple superficial injuries of head'}
1ha52hats,0.001282083158,"INT: {'Drainage, pericardium using percutaneous (needle) approach  leaving drainage tube [catheter] in situ'}"
h164,-0.001281861589,DIAG: {'Corneal neovascularization'}
s473,-0.001279716741,DIAG: {'Crushing injury of upper arm'}
o36991,-0.001278455151,"DIAG: {'Maternal care for fetal problem, unspecified, with unspecified trimester, delivered, with or without'}"
b052,-0.001276828066,DIAG: {'Measles complicated by pneumonia'}
1dk56ca,-0.00127657074,"INT: {'Removal of foreign body, middle ear NEC using per orifice (extraction) approach'}"
o26703,-0.00127468636,"DIAG: {'Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium, antepartum condition o'}"
1en91laxxe,-0.001271417025,"INT: {'Excision radical,  mandibular alveolar ridge with local [transposition] flap [mucosal, mucoperiostea'}"
v406,-0.001270092867,"DIAG: {'Car occupant injured in collision with pedestrian or animal, passenger, traffic accident'}"
n12,-0.001268910921,"DIAG: {'Tubulo-interstitial nephritis, not specified as acute or chronic'}"
1vn80dakdk,-0.001267780428,"INT: {'Repair, cruciate with collateral ligaments of knee using homograft [e.g. tendon allograft with bone '}"
2vc71ha,-0.001267154734,"INT: {'Biopsy, femur using percutaneous (needle) approach'}"
1tq87la,-0.001266996071,"INT: {'Excision partial, muscles of the forearm [around elbow] using simple apposition technique [e.g. sutu'}"
q600,-0.00126607395,"DIAG: {'Renal agenesis, unilateral'}"
1ob13daw3,-0.001265865507,"INT: {'Control of bleeding, spleen endoscopic approach using fibrin glue'}"
1dr52la,-0.001265671646,"INT: {'Drainage, inner ear NEC using trans canal approach'}"
2lz28gppl,-0.001264123995,"INT: {'Pressure measurement, circulatory system NEC percutaneous transluminal approach using pressure monit'}"
i312,-0.001263872064,"DIAG: {'Haemopericardium, not elsewhere classified'}"
1dj50caz9,-0.00126236569,"INT: {'Dilation, eustachian tube using per orifice injection of agent NEC [e.g. liquid]'}"
q233,-0.001261788226,DIAG: {'Congenital mitral insufficiency'}
1yu12jali,-0.001261781452,"INT: {'Therapy,  skin of hand using external application of living organism (e.g. leeches)'}"
1vl80lanwk,-0.001261150283,"INT: {'Repair, cruciate ligaments of knee using homograft [e.g. tendon allograft with bone plug] open appro'}"
h112,-0.001260879302,DIAG: {'Conjunctival scars'}
h043,-0.001260369199,DIAG: {'Acute and unspecified inflammation of lacrimal passages'}
k409,-0.001259688508,"DIAG: {'Unilateral or unspecified inguinal hernia, without obstruction or gangrene'}"
1fg80laxxe,-0.001256740402,"INT: {'Repair, oral and buccal mucosa using local flap [e.g. mucosal advancement flap]'}"
1gw55jats,-0.001255781987,"INT: {'Removal of device, mediastinum of drainage tube [mediastinal]'}"
1vc03hafq,-0.001255323939,"INT: {'Immobilization, femur with percutaneous  traction[e.g. skeletal] using cast [e.g. spica, hanged brac'}"
1va03hakc,-0.001255264344,"INT: {'Immobilization, hip joint with percutaneous  traction [e.g. skeletal] using percutaneous external fi'}"
s83180,-0.001254317631,"DIAG: {'Other dislocation of knee, closed'}"
y466,0.001253665229,DIAG: {'Other and unspecified antiepileptics causing adverse effect in therapeutic use'}
v421,-0.001253663316,"DIAG: {'Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic ac'}"
s36420,-0.001253005241,DIAG: {'Laceration of duodenum with bile duct or duodenopancreatic complex injury without open wound into ca'}
1el72da,-0.001252840588,"INT: {'Release, temporomandibular joint [TMJ] using endoscopic approach'}"
z800,0.001249857208,DIAG: {'Family history of malignant neoplasm of digestive organs'}
e318,-0.001247758674,DIAG: {'Other polyglandular dysfunction'}
1pg35bat9,-0.001245963937,"INT: {'Pharmacotherapy,  ureter using endoscopic per orifice approach and pharmacological agent NEC'}"
s36690,-0.001244597975,DIAG: {'Injury NOS of rectum without open wound into cavity'}
1nm87rn,0.001240175623,"INT: {'Invalid Code', 'Excision partial, large intestine open approach colocolostomy anastomosis technique'}"
1cp53lalj,-0.001239315894,"INT: {'Implantation of internal device, soft tissue of orbit and eyeball NEC of orbital implant [e.g. hydro'}"
1cd52laag,-0.001239103835,"INT: {'Drainage, sclera using laser'}"
1ot72da,0.001238941327,"INT: {'Biopsy, abdominal cavity using endoscopic [laparoscopic] approach', 'Release, abdominal cavity endoscopic [laparoscopic] approach using device NEC'}"
1kg35ha1c,0.001237754587,"INT: {'Pharmacotherapy (local), arteries of leg NEC, percutaneous injection approach using thrombolytic age'}"
1cv80up,-0.001237523673,"INT: {'Repair, upper eyelid no tissue used (for repair), Levator muscle resection or aponeurosis tuck or ad'}"
1ee74lanwk,-0.001237490659,"INT: {'Fixation, mandible open approach with homograft using plate, screw device (with/without wire/mesh)'}"
d7580,-0.00123712936,DIAG: {'Postsplenectomy thrombocytosis'}
1ys35jad3,-0.001236358356,"INT: {'Pharmacotherapy (local), skin of abdomen and trunk topical application or direct instillation into w'}"
n823,-0.001235673512,"DIAG: {'Female genital tract fistula, unspecified', 'Fistula of vagina to large intestine'}"
3af20wa,-0.00123540319,"INT: {'Computerized tomography [CT], pituitary region without enhancement (contrast)'}"
1jk51la,-0.001231577657,"INT: {'Occlusion, subclavian artery using open approach'}"
1uy52hats,-0.001230126702,"INT: {'Drainage, soft tissue of the wrist and hand using percutaneous approach with drainage tube left in s'}"
1ea87lanwg,-0.001230089834,"INT: {'Excision partial, cranium open approach with pedicled flap [pericranial flap, temporalis fascia flap'}"
e160,0.001230078089,DIAG: {'Drug-induced hypoglycaemia without coma'}
t928,-0.001229650017,DIAG: {'Sequelae of other specified injuries of upper limb'}
f012,0.001229337822,DIAG: {'Subcortical vascular dementia'}
1sh52hats,0.001229219752,"INT: {'Drainage, soft tissue of the back using percutaneous approach with drainage tube left in situ'}"
f658,-0.001228358947,DIAG: {'Other disorders of sexual preference'}
1gj86me,-0.001227358462,"INT: {'Closure of fistula, trachea open approach for fistula terminating at esophagus [e.g. tracheoesophage'}"
n308,0.001227191657,DIAG: {'Other cystitis'}
1ed56la,-0.001226802112,"INT: {'Removal of foreign body, maxilla using open approach'}"
1sy57la,-0.001226360139,"INT: {'Extraction, muscles of the chest and abdomen using open approach'}"
1dm55lalk,-0.001224238171,"INT: {'Removal of device, cochlea of single channel cochlear implant'}"
1ee83lakda,-0.001223091667,"INT: {'Transfer, mandible with [bone] autograft using wire or mesh fixative device'}"
1we58laxxa,-0.001222012287,"INT: {'Procurement, tarsal bones and intertarsal joints [hindfoot, midfoot] of autograft using open approac'}"
2pe71da,-0.001220907736,"INT: {'Biopsy, renal pelvis using endoscopic approach'}"
2tm71la,-0.001220103083,"INT: {'Biopsy, elbow joint using open approach'}"
1ea87lanwf,-0.001218471501,"INT: {'Excision partial, cranium open approach with free flap using plate, screw device (with or without wi'}"
s27700,-0.001218202837,DIAG: {'Multiple contusions and haematomas of intrathoracic organs without open wound into thoracic cavity'}
1de35caz9,-0.001218201701,"INT: {'Pharmacotherapy (local), external auditory meatus per orifice approach Using agent NEC', 'Pharmacotherapy (local), external auditory meatus per orifice approach using agent NEC'}"
1wz27ja,-0.001216786007,"INT: {'Radiation, musculoskeletal system NEC using external beam'}"
1ge37jaja,-0.001214637609,"INT: {'Installation of external appliance, larynx NEC of electronic artificial larynx'}"
t84032,0.001214377705,"DIAG: {'Mechanical complication of hip prosthesis, wear of articular bearing surface'}"
3vz40we,-0.001214004543,"INT: {'Magnetic resonance imaging [MRI], leg NEC with and without enhancement'}"
p961,0.001213733747,DIAG: {'Neonatal withdrawal symptoms from maternal use of drugs of addiction'}
1gm87la,-0.00121296766,"INT: {'Excision partial, bronchus NEC using open approach'}"
1jy80la,0.001212404657,"INT: {'Repair, thoracic vessels NEC using open approach without tissue [anastomosis]'}"
m2468,-0.001211094329,"DIAG: {'Ankylosis of joint, other site'}"
s36310,0.0012103565,DIAG: {'Laceration of stomach without open wound into cavity'}
z421,0.001209178886,DIAG: {'Follow-up care involving plastic surgery of breast'}
1rm89aa,-0.001208117696,"INT: {'Excision total, uterus and surrounding structures using combined laparoscopic and vaginal approach', 'Excision total, uterus and surrounding structures using open approach'}"
t8767,-0.001205790198,DIAG: {'Other and unspecified complications of below knee amputation stump'}
1ff89pf,-0.001204286392,"INT: {'Excision total, root of tooth using posterior approach'}"
1cu80wj,-0.001203798222,"INT: {'Repair, lacrimal excretory system with wedge excision technique (of tarsus, conjunctiva, eyelid retr'}"
a064,-0.001203348311,DIAG: {'Amoebic liver abscess'}
1nk87tg,0.001203094212,"INT: {'Excision partial, small intestine open approach stoma formation with mucous fistula'}"
p809,0.001202871208,"DIAG: {'Hypothermia of newborn, unspecified'}"
m753,-0.0012016458,DIAG: {'Calcific tendinitis of shoulder'}
h958,-0.00119991875,DIAG: {'Other postprocedural disorders of ear and mastoid process'}
o0820,-0.001199620049,DIAG: {'Embolism following ectopic pregnancy'}
1fg80laxxb,-0.00119956417,"INT: {'Repair, oral and buccal mucosa using split-thickness skin graft'}"
1rw92laxxe,-0.001198867388,"INT: {'Excision radical with reconstruction, vulva using open approach  and local flap'}"
e288,-0.001198714143,DIAG: {'Other ovarian dysfunction'}
o30003,-0.001198603484,"DIAG: {'Twin pregnancy, antepartum condition or complication'}"
o92001,-0.001196807221,"DIAG: {'Retracted nipple associated with childbirth, delivered, with or without mention of antepartum condit'}"
1rw14jaxxn,-0.001194082817,"INT: {'Dressing, vulva using synthetic tissue [e.g. Biobrane, Dermagraft]'}"
1yz14jaxxn,-0.001194082817,"INT: {'Dressing, skin NEC using synthetic tissue [e.g. Biobrane, Dermagraft]'}"
i511,0.001193865658,"DIAG: {'Rupture of chordae tendineae, not elsewhere classified'}"
1yg87laxxb,-0.00119113473,"INT: {'Excision partial, skin of neck open [excisional] approach using split thickness autograft'}"
s9608,-0.001189967174,DIAG: {'Other and unspecified injury of long flexor muscle and tendon of toe at ankle and foot level'}
g82293,0.001189395638,"DIAG: {'Paraplegia of unspecified type, unspecified, at lumbar level'}"
1ym54hag2,-0.001188855041,"INT: {'Management of internal device, breast using percutaneous (needle) approach with synthetic agent [e.g'}"
1sl91llkdn,-0.001187693906,"INT: {'Excision radical, ribs anterior approach using synthetic tissue [e.g. bone cement or paste] using wi'}"
q991,-0.001186123805,"DIAG: {'46,XX true hermaphrodite'}"
1ee87laxxf,-0.001186104906,"INT: {'Excision partial, mandible open approach with free flap [fibular or costochondral]'}"
e329,-0.001185823822,"DIAG: {'Disease of thymus, unspecified'}"
1cc85wjxxh,-0.001185757278,"INT: {'Transplant, cornea using open posterior approach with special excisional technique and donor partial'}"
1tk87lanw,-0.00118470154,"INT: {'Excision partial, humerus no tissue used (for closure of defect) using screw, plate and screw'}"
1ye87wjxxe,-0.001183882901,"INT: {'Excision partial, lip open with wedge resection using local flap [e.g. rotation, advancement, transp'}"
1ys78la,0.001183243195,"INT: {'Repair by decreasing size, skin of abdomen and trunk using excisional technique'}"
3ph10va,-0.001182576196,"INT: {'Xray, kidney with ureter without contrast'}"
1md87la,-0.001181933802,"INT: {'Excision partial, lymph node(s), axillary using open approach'}"
m8435,-0.001181349385,"DIAG: {'Stress fracture, not elsewhere classified, pelvic region and thigh'}"
2pm58vf,-0.001180867279,"INT: {'Function study, bladder voiding pressure study (VP, flow micturition)'}"
m2182,-0.001178956139,"DIAG: {'Other specified acquired deformities of limbs, upper arm'}"
q019,-0.001178522331,"DIAG: {'Encephalocele, unspecified'}"
m2418,-0.001178303517,"DIAG: {'Other articular cartilage disorders, other site'}"
a164,-0.001174626622,"DIAG: {'Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological con'}"
l80,0.001174407737,DIAG: {'Vitiligo'}
1lz38jagb,-0.001174384452,"INT: {'Management of external appliance, circulatory system NEC of extracorporeal bypass device, complete ['}"
1kg87la,0.001173252719,"INT: {'Removal of foreign body, arteries of leg NEC using percutaneous transluminal approach and (endovascu', 'Excision partial, arteries of leg NEC using open approach without tissue [anastomosis]'}"
e02,0.001173222811,DIAG: {'Subclinical iodine-deficiency hypothyroidism'}
1yf80laxxb,-0.001172928276,"INT: {'Repair, skin of face using split-thickness autograft'}"
1yz87laxxb,-0.001172529512,"INT: {'Excision partial, skin NEC open [excisional] approach using split thickness autograft'}"
2oa71la,-0.001171949781,"INT: {'Biopsy, liver using open approach'}"
1qt50babp,-0.001171345106,"INT: {'Dilation, prostate using endoscopic per orifice approach and rigid dilator'}"
s42111,-0.001169852933,"DIAG: {'Fracture of coracoid process of scapula, open'}"
1uc87gb,-0.001168787581,"INT: {'Excision partial, distal radioulnar joint and carpal joints and bones endoscopic [arthroscopic] appr'}"
s3412,-0.001167215362,DIAG: {'Anterior cord syndrome of lumbar spinal cord'}
q442,-0.001166848846,DIAG: {'Atresia of bile ducts'}
o24809,0.001164652141,DIAG: {'Diabetes mellitus arising in pregnancy (gestational) unspecified as to episode of care or not applic'}
t86001,-0.001163996349,DIAG: {'Graft-versus-host reaction or disease'}
2fb71la,-0.001162330325,"INT: {'Biopsy, hard palate using incisional approach'}"
g4731,-0.001159894823,"DIAG: {'Sleep apnoea, central'}"
w0401,-0.00115944902,DIAG: {'Fall while being carried or supported by other person(s) in or from shower stall'}
g968,0.001159422153,DIAG: {'Other specified disorders of central nervous system'}
1bn87laxxe,-0.001158890156,"INT: {'Excision partial, nerve(s) of forearm and wrist end to end [rejoining] technique (e.g. suture, glue)'}"
1tx35jak0,-0.001158890156,"INT: {'Pharmacotherapy (local), soft tissue of arm NEC using direct instillation [into wound] and antiinfec'}"
n020,-0.001158842432,"DIAG: {'Recurrent and persistent haematuria, minor glomerular abnormality'}"
v862,-0.00115747659,DIAG: {'Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident'}
1bn87laxxq,-0.001156652349,"INT: {'Excision partial, nerve(s) of forearm and wrist end to end [rejoining] technique (e.g. suture, glue)'}"
1ym53laem,-0.001156415796,"INT: {'Implantation of internal device, breast of brachytherapy applicator using open approach'}"
3ke10va,0.001155447912,"INT: {'Xray, abdominal arteries NEC without contrast (with or without fluoroscopy)'}"
2el70da,-0.001154644617,"INT: {'Inspection, temporomandibular joint [TMJ] using endoscopic approach'}"
1hz57la,-0.00115241012,"INT: {'Extraction, heart NEC using open approach'}"
1ug53lapm,-0.00115200306,"INT: {'Implantation of internal device, other metacarpophalangeal joint(s) of uncemented single-component p'}"
t8402,-0.00115200306,"DIAG: {'Mechanical complication of wrist, carpal and interphalangeal prosthesis'}"
n803,0.001151485797,DIAG: {'Endometriosis of pelvic peritoneum'}
o88801,-0.001149745704,"DIAG: {'Other obstetric embolism, delivered, with or without mention of antepartum condition'}"
u99068,-0.001149745704,DIAG: {'Other specified gymnastic and aesthetic sports and recreational activity'}
r072,-0.001149574266,DIAG: {'Precordial pain'}
1zz35ham6,0.001147999068,"INT: {'Pharmacotherapy, total body antineoplastic and immunomodulating agents percutaneous approach [intram'}"
o12004,-0.001145626044,"DIAG: {'Gestational oedema, postpartum condition or complication'}"
3kr30dc,-0.001145474239,"INT: {'Ultrasound, veins of leg NEC with Doppler'}"
1fg13hac2,-0.001144921336,"INT: {'Control of bleeding, oral and buccal mucosa using needle injection of antihemorrhagic agent'}"
1tf72wj,-0.001144834276,"INT: {'Release, muscles of the arm [around shoulder] using excisional technique [e.g. fasciectomy]'}"
2ag71sz,-0.001144507079,"INT: {'Biopsy, pineal gland using open craniotomy or craniectomy [flap] approach'}"
1bf59la,-0.001143479169,"INT: {'Destruction, sympathetic nerves open approach with transection [or avulsion] technique'}"
1fr78daab,-0.001139664467,"INT: {'Repair by decreasing size, tonsils and adenoids using (percutaneous) endoscopic approach and scrapin'}"
1sm80laxxn,-0.001138891862,"INT: {'Repair, clavicle with synthetic tissue [e.g. bone cement, paste] no device used for repair (e.g. sut'}"
1sg80la,-0.001138789713,"INT: {""Repair, muscles of the back using open approach and simple appostion [e.g. suturing or 'vest-over-pa""}"
1ax13gpge,-0.001138668262,"INT: {'Control of bleeding, spinal canal and meninges using percutaneous transluminal (catheter) approach a'}"
1ax53dapl,-0.001136570376,"INT: {'Implantation of internal device, spinal canal and meninges endoscopic approach of pressure measuring'}"
1vc55lanv,0.001136257541,"INT: {'Removal of device, femur of pin/nail [traction pin] using open approach'}"
2vq71ha,-0.001136012361,"INT: {'Biopsy, tibia and fibula using percutaneous (needle) approach'}"
1pe59lagx,-0.001129124477,"INT: {'Destruction, renal pelvis open approach (pyeloureterotomy) Using device NEC (for tissue ablation or '}"
1et80laxxk,-0.001128074179,"INT: {'Repair, nose with homograft using intranasal approach'}"
1yw14jafn,-0.001127906214,"INT: {'Dressing, skin of foot using wet/moist dressing'}"
1gv35ha1c,0.001127375772,"INT: {'Pharmacotherapy (local), pleura percutaneous (needle) approach using thrombolytic agent'}"
b189,-0.001126521885,"DIAG: {'Chronic viral hepatitis, unspecified'}"
s099,-0.001124369635,DIAG: {'Unspecified injury of head'}
1we53lasl,-0.001122904517,"INT: {'Implantation of internal device, tarsal bones and intertarsal joints [hindfoot, midfoot] of spacer d'}"
3pz70th,-0.001121007599,"INT: {'Diagnostic nuclear (imaging) study, urinary system NEC using isotope for residual urine in bladder s'}"
k8030,0.001120496608,DIAG: {'Calculus of bile duct with cholangitis without mention of obstruction'}
1fx87ba,0.001119548381,"INT: {'Excision partial, oropharynx using endoscopic per orifice approach (and simple apposition technique '}"
n210,-0.001116609175,DIAG: {'Calculus in bladder'}
1na80ba,0.001116419707,"INT: {'Repair, esophagus using apposition technique [e.g. suturing] for closure using endoscopic per orific'}"
1dj35cad2,-0.001115624433,"INT: {'Pharmacotherapy (local), eustachian tube using per orifice approach and salt irrigating solution'}"
1bm87uhxxq,-0.001115271523,"INT: {'Excision partial, nerve(s) of upper arm and elbow interfascicular split repair [rejoining] technique'}"
n649,0.001113969304,"DIAG: {'Disorder of breast, unspecified'}"
1ke57gqfv,-0.001113194501,"INT: {'Extraction, abdominal arteries NEC percutaneous transluminal approach no tissue used using atherecto'}"
d215,-0.00111159264,DIAG: {'Other benign neoplasm of connective and other soft tissue of pelvis'}
1jw59gqag,-0.001111576079,"INT: {'Destruction, intracranial vessels using percutaneous transluminal approach and laser'}"
m0168,-0.001110996344,DIAG: {'Arthritis in mycoses other site'}
s92221,-0.001108476717,"DIAG: {'Fracture of cuneiform bone, open'}"
h661,-0.001106894908,DIAG: {'Chronic tubotympanic suppurative otitis media'}
g052,-0.001105835907,"DIAG: {'Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified e'}"
1wm80lakd,-0.001105374123,"INT: {'Repair, other interphalangeal joints of toe osteotomy alone no tissue used (for repair) using wire, '}"
j341,-0.001101392643,DIAG: {'Cyst and mucocele of nose and nasal sinus'}
s36400,0.001098419795,DIAG: {'Haematoma of duodenum without open wound into cavity'}
1jw87szxxn,-0.001097310888,"INT: {'Excision partial, intracranial vessels using open craniotomy [craniectomy] approach with synthetic m'}"
1rs59caag,-0.001096457239,"INT: {'Destruction, vagina using per orifice approach and laser'}"
1jk80laxxa,-0.001096067392,"INT: {'Repair, subclavian artery using open approach with autograft'}"
1sc55danw,-0.00109561329,"INT: {'Removal of device or appliance,  spinal vertebrae endoscopic approach (to instrumentation) of screw,'}"
1ys80jaxxk,-0.001095580512,"INT: {'Repair, skin of abdomen and trunk using homograft (e.g. GRAFTJACKET regenerative tissue matrix)'}"
i253,0.001095224511,DIAG: {'Aneurysm of heart'}
1gt91nwxxn,-0.001094936184,"INT: {'Excision radical, lung NEC using synthetic material open intrapericardial [transpericardial] approac'}"
l920,0.001094846211,DIAG: {'Granuloma annulare'}
2af70qs,-0.00109473471,"INT: {'Inspection, pituitary region using open trans sphenoidal [trans ethmoidal] approach'}"
t406,0.001094690878,DIAG: {'Poisoning by other and unspecified narcotics'}
1ka57lagxl,-0.001092107128,"INT: {'Extraction, abdominal aorta open approach using xenograft using device NEC'}"
m4790,-0.001091961364,"DIAG: {'Spondylosis, unspecified, multiple sites in spine'}"
c5039,0.001091756611,"DIAG: {'Malignant neoplasm of lower-inner quadrant of breast, unspecified side'}"
